2024-05-20 14:36:24,068: Key.alt_l
2024-05-20 14:36:24,412: Key.tab
2024-05-20 14:36:27,110: Key.shift
2024-05-20 14:36:27,396: 'I'
2024-05-20 14:36:27,729: Key.space
2024-05-20 14:36:28,052: 'h'
2024-05-20 14:36:28,480: 'a'
2024-05-20 14:36:28,631: 'a'
2024-05-20 14:36:28,733: 'v'
2024-05-20 14:36:29,165: Key.backspace
2024-05-20 14:36:29,292: Key.backspace
2024-05-20 14:36:29,731: 'v'
2024-05-20 14:36:29,835: 'e'
2024-05-20 14:36:29,894: Key.space
2024-05-20 14:36:30,173: 'd'
2024-05-20 14:36:30,296: 'o'
2024-05-20 14:36:30,491: 'n'
2024-05-20 14:36:30,601: 'e'
2024-05-20 14:36:30,661: Key.space
2024-05-20 14:36:30,950: 't'
2024-05-20 14:36:31,101: 'h'
2024-05-20 14:36:31,203: 'e'
2024-05-20 14:36:31,273: Key.space
2024-05-20 14:36:31,780: 'p'
2024-05-20 14:36:32,103: 't'
2024-05-20 14:36:32,508: Key.backspace
2024-05-20 14:36:32,805: 'y'
2024-05-20 14:36:33,055: 't'
2024-05-20 14:36:33,108: 'h'
2024-05-20 14:36:33,321: 'o'
2024-05-20 14:36:33,539: 'n'
2024-05-20 14:36:34,087: Key.space
2024-05-20 14:36:37,445: 'k'
2024-05-20 14:36:37,789: 'e'
2024-05-20 14:36:37,926: 'y'
2024-05-20 14:36:38,258: 'l'
2024-05-20 14:36:38,430: 'o'
2024-05-20 14:36:38,812: 'g'
2024-05-20 14:36:38,965: 'g'
2024-05-20 14:36:39,126: 'e'
2024-05-20 14:36:39,321: 'r'
2024-05-20 14:36:39,526: '.'
2024-05-20 14:36:40,112: 'p'
2024-05-20 14:36:40,484: 'y'
2024-05-20 14:36:41,039: Key.shift
2024-05-20 14:36:41,125: Key.enter
2024-05-20 14:36:41,492: Key.enter
2024-05-20 14:36:41,840: Key.shift
2024-05-20 14:36:42,218: 'W'
2024-05-20 14:36:42,257: 'h'
2024-05-20 14:36:42,469: 'a'
2024-05-20 14:36:42,570: 't'
2024-05-20 14:36:42,757: Key.space
2024-05-20 14:36:43,242: 'i'
2024-05-20 14:36:43,366: 's'
2024-05-20 14:36:43,446: Key.space
2024-05-20 14:36:43,726: 's'
2024-05-20 14:36:44,054: 'u'
2024-05-20 14:36:44,336: 'p'
2024-05-20 14:36:44,445: 'p'
2024-05-20 14:36:44,601: 'o'
2024-05-20 14:36:45,254: Key.backspace
2024-05-20 14:36:45,370: 's'
2024-05-20 14:36:45,789: 'e'
2024-05-20 14:36:46,132: Key.backspace
2024-05-20 14:36:46,268: Key.backspace
2024-05-20 14:36:46,789: 'o'
2024-05-20 14:36:46,904: 's'
2024-05-20 14:36:47,121: 'e'
2024-05-20 14:36:47,317: 'd'
2024-05-20 14:36:47,381: Key.space
2024-05-20 14:36:47,801: 't'
2024-05-20 14:36:47,875: 'o'
2024-05-20 14:36:48,853: Key.space
2024-05-20 14:36:49,060: 'h'
2024-05-20 14:36:49,225: 'a'
2024-05-20 14:36:49,462: 'p'
2024-05-20 14:36:49,591: 'p'
2024-05-20 14:36:49,777: 'e'
2024-05-20 14:36:49,857: 'n'
2024-05-20 14:36:50,093: Key.shift_r
2024-05-20 14:36:50,274: '?'
2024-05-20 14:36:50,476: Key.enter
2024-05-20 14:36:59,054: Key.shift
2024-05-20 14:36:59,463: 'I'
2024-05-20 14:36:59,699: Key.space
2024-05-20 14:36:59,965: 'd'
2024-05-20 14:37:00,075: 'o'
2024-05-20 14:37:00,279: 'n'
2024-05-20 14:37:00,537: 't'
2024-05-20 14:37:00,672: 't'
2024-05-20 14:37:00,813: 't'
2024-05-20 14:37:00,954: 't'
2024-05-20 14:37:01,080: 't'
2024-05-20 14:37:06,606: Key.enter
2024-05-20 14:37:08,787: Key.shift
2024-05-20 14:37:09,273: Key.shift
2024-05-20 14:37:09,304: Key.shift
2024-05-20 14:37:09,335: Key.shift
2024-05-20 14:37:09,367: Key.shift
2024-05-20 14:37:09,398: Key.shift
2024-05-20 14:37:09,430: Key.shift
2024-05-20 14:37:09,461: Key.shift
2024-05-20 14:37:09,492: Key.shift
2024-05-20 14:37:09,524: Key.shift
2024-05-20 14:37:09,571: Key.shift
2024-05-20 14:37:09,602: Key.shift
2024-05-20 14:37:09,633: Key.shift
2024-05-20 14:37:09,665: Key.shift
2024-05-20 14:37:09,696: Key.shift
2024-05-20 14:37:09,728: Key.shift
2024-05-20 14:37:09,759: Key.shift
2024-05-20 14:37:09,791: Key.shift
2024-05-20 14:37:09,822: Key.shift
2024-05-20 14:37:09,853: Key.shift
2024-05-20 14:37:09,885: Key.shift
2024-05-20 14:37:09,916: Key.shift
2024-05-20 14:37:09,953: Key.shift
2024-05-20 14:37:09,979: Key.shift
2024-05-20 14:37:10,010: Key.shift
2024-05-20 14:37:10,053: Key.shift
2024-05-20 14:37:10,073: Key.shift
2024-05-20 14:37:10,104: Key.shift
2024-05-20 14:37:10,153: Key.shift
2024-05-20 14:37:10,183: Key.shift
2024-05-20 14:37:10,214: Key.shift
2024-05-20 14:37:10,253: Key.shift
2024-05-20 14:37:10,277: Key.shift
2024-05-20 14:37:10,308: Key.shift
2024-05-20 14:37:10,353: Key.shift
2024-05-20 14:37:10,387: Key.shift
2024-05-20 14:37:10,402: Key.shift
2024-05-20 14:37:10,449: Key.shift
2024-05-20 14:37:10,481: Key.shift
2024-05-20 14:37:10,512: Key.shift
2024-05-20 14:37:10,543: Key.shift
2024-05-20 14:37:10,575: Key.shift
2024-05-20 14:37:10,606: Key.shift
2024-05-20 14:37:10,637: Key.shift
2024-05-20 14:37:10,669: Key.shift
2024-05-20 14:37:10,700: Key.shift
2024-05-20 14:37:10,731: Key.shift
2024-05-20 14:37:10,763: Key.shift
